candidate,recipe,vocab_size,category,documents,chars,utf8_bytes,characters_per_token,bytes_per_token,exact_round_trip_rate,unknown_token_count,byte_fallback_tokens,fallback_byte_token_utilization,average_piece_length,longest_piece_chars,token_count_p50,token_count_p90,token_count_p99,tokens_per_document,tokens_per_episode,context_chars_512,context_chars_1024,context_chars_2048,context_chars_4096
j-reversible-sp-unigram-64k,J,64000,technical_ja,1,27,43,1.2857142857142858,2.0476190476190474,1.0,0,0,0.0,1.2857142857142858,3,21,21,21,21.0,21.0,658.2857142857143,1316.5714285714287,2633.1428571428573,5266.285714285715
j-reversible-sp-unigram-64k,J,64000,unicode_edge,14,70,137,0.7608695652173914,1.4891304347826086,1.0,0,45,0.4891304347826087,3.0663865546218485,6,5.5,11.400000000000002,16.349999999999994,6.571428571428571,6.571428571428571,389.5652173913044,779.1304347826087,1558.2608695652175,3116.521739130435
j-reversible-sp-unigram-64k,J,64000,web_novel,26,148548,395051,2.355511860966637,6.264287073449195,1.0,0,134,0.002124825574020043,2.7984618358610645,16,1999.5,5581.0,7271.75,2425.5384615384614,2425.5384615384614,1206.0220728149181,2412.0441456298363,4824.088291259673,9648.176582519345
j-reversible-sp-unigram-64k,J,64000,whitespace,2,34,46,1.8888888888888888,2.5555555555555554,1.0,0,1,0.05555555555555555,2.811688311688312,8,9.0,10.6,10.96,9.0,9.0,967.1111111111111,1934.2222222222222,3868.4444444444443,7736.888888888889
n-reversible-sp-unigram-8k,N,8000,aa,97,468268,1303346,1.8802621223558889,5.233396508247538,1.0,0,388,0.0015579576299770321,2.0441234000552306,16,2045,3588.8,14752.63999999998,2567.463917525773,2567.463917525773,962.6942066462151,1925.3884132924302,3850.7768265848604,7701.553653169721
n-reversible-sp-unigram-8k,N,8000,aozora_kyu_kyu,15,98589,283524,1.5219988884772138,4.376991478325306,1.0,0,1185,0.018293812523156726,1.6460008089366627,16,1955,10373.2,15340.399999999998,4318.4,4318.4,779.2634309003334,1558.526861800667,3117.053723601334,6234.107447202668
n-reversible-sp-unigram-8k,N,8000,aozora_shin_kyu,51,363135,1049668,1.551819184123484,4.485645667205114,1.0,0,2446,0.010452723434441851,1.6605929712151553,16,2725,8615,37719.0,4588.35294117647,4588.35294117647,794.5314222712238,1589.0628445424477,3178.1256890848954,6356.251378169791
n-reversible-sp-unigram-8k,N,8000,aozora_shin_shin,37,500000,1454404,1.680728763992067,4.888917274530236,1.0,0,1928,0.0064808901139534105,1.7517342861568068,16,3216,13100.199999999999,60964.68000000001,8040.27027027027,8040.27027027027,860.5331271639383,1721.0662543278765,3442.132508655753,6884.265017311506
n-reversible-sp-unigram-8k,N,8000,code,1,36,36,1.0,1.0,1.0,0,0,0.0,1.0277777777777777,2,36,36,36,36.0,36.0,512.0,1024.0,2048.0,4096.0
n-reversible-sp-unigram-8k,N,8000,english,1,44,44,1.1,1.1,1.0,0,0,0.0,1.1,4,40,40,40,40.0,40.0,563.2,1126.4,2252.8,4505.6
n-reversible-sp-unigram-8k,N,8000,gyaru,13,211,547,0.844,2.188,1.0,0,97,0.388,2.572852819628838,6,16,28.0,35.03999999999999,19.23076923076923,19.23076923076923,432.128,864.256,1728.512,3457.024
n-reversible-sp-unigram-8k,N,8000,historical_kana,1,11,33,1.5714285714285714,4.714285714285714,1.0,0,0,0.0,1.5714285714285714,4,7,7,7,7.0,7.0,804.5714285714286,1609.142857142857,3218.285714285714,6436.571428571428
n-reversible-sp-unigram-8k,N,8000,kakikudashi,690,7344,22032,1.0403739906502338,3.1211219719507013,1.0,0,894,0.12664683382915426,1.6671286840219401,6,10.0,14.0,18.0,10.230434782608695,10.230434782608695,532.6714832129197,1065.3429664258394,2130.685932851679,4261.371865703358
n-reversible-sp-unigram-8k,N,8000,kanbun,690,4292,12876,0.8834911486208317,2.650473445862495,1.0,0,912,0.18773157678056812,1.7404995870852649,6,7.0,9.0,13.0,7.040579710144928,7.040579710144928,452.3474680938658,904.6949361877316,1809.3898723754633,3618.7797447509265
n-reversible-sp-unigram-8k,N,8000,modern_ja,1,11,33,2.2,6.6,1.0,0,0,0.0,2.2,4,5,5,5,5.0,5.0,1126.4,2252.8,4505.6,9011.2
n-reversible-sp-unigram-8k,N,8000,old_orthography,1,13,39,1.625,4.875,1.0,0,0,0.0,1.625,4,8,8,8,8.0,8.0,832.0,1664.0,3328.0,6656.0
n-reversible-sp-unigram-8k,N,8000,ruby_rendered,2,25,75,1.1904761904761905,3.5714285714285716,1.0,0,0,0.0,1.1954545454545453,2,10.5,10.9,10.99,10.5,10.5,609.5238095238095,1219.047619047619,2438.095238095238,4876.190476190476
n-reversible-sp-unigram-8k,N,8000,technical,2,34542,54848,1.200959599471525,1.906960572978235,1.0,0,205,0.007127459842848203,1.3431845405981155,16,14381.0,17778.6,18543.059999999998,14381.0,14381.0,614.8913149294208,1229.7826298588416,2459.565259717683,4919.130519435366
n-reversible-sp-unigram-8k,N,8000,technical_ja,1,27,43,1.125,1.7916666666666667,1.0,0,0,0.0,1.125,3,24,24,24,24.0,24.0,576.0,1152.0,2304.0,4608.0
n-reversible-sp-unigram-8k,N,8000,unicode_edge,14,70,137,0.6796116504854369,1.3300970873786409,1.0,0,45,0.4368932038834951,2.866188141923436,6,7.5,11.400000000000002,16.349999999999994,7.357142857142857,7.357142857142857,347.9611650485437,695.9223300970874,1391.8446601941748,2783.6893203883496
n-reversible-sp-unigram-8k,N,8000,web_novel,26,148548,395051,1.6676358655994252,4.434938311797659,1.0,0,131,0.0014706377628344017,1.9150011911334104,16,2967.0,7374.0,10189.25,3426.0384615384614,3426.0384615384614,853.8295631869057,1707.6591263738114,3415.318252747623,6830.636505495246
n-reversible-sp-unigram-8k,N,8000,whitespace,2,34,46,1.1724137931034482,1.5862068965517242,1.0,0,1,0.034482758620689655,1.65625,8,14.5,15.7,15.969999999999999,14.5,14.5,600.2758620689655,1200.551724137931,2401.103448275862,4802.206896551724
n-reversible-sp-unigram-16k,N,16000,aa,97,468268,1303346,2.1985445326071646,6.119282595427015,1.0,0,388,0.0018216817690971407,2.3857200950651465,16,1770,3131.0,12556.239999999983,2195.773195876289,2195.773195876289,1125.6548006948683,2251.3096013897366,4502.619202779473,9005.238405558946
n-reversible-sp-unigram-16k,N,16000,aozora_kyu_kyu,15,98589,283524,1.7183866975755147,4.941767033273491,1.0,0,1185,0.02065431474735503,1.9628699951041853,16,1689,9205.4,13919.019999999997,3824.866666666667,3824.866666666667,879.8139891586635,1759.627978317327,3519.255956634654,7038.511913269308
n-reversible-sp-unigram-16k,N,16000,aozora_shin_kyu,51,363135,1049668,1.7758341606067867,5.133177170186858,1.0,0,2446,0.011961640593289549,1.9764889370368757,16,2397,7055,33142.0,4009.549019607843,4009.549019607843,909.2270902306748,1818.4541804613496,3636.908360922699,7273.816721845398
n-reversible-sp-unigram-16k,N,16000,aozora_shin_shin,37,500000,1454404,1.937083527041686,5.634604060127073,1.0,0,1928,0.0074693940802727414,2.0831685161860745,16,2708,11423.599999999999,53132.880000000005,6976.216216216216,6976.216216216216,991.7867658453432,1983.5735316906864,3967.147063381373,7934.294126762746
n-reversible-sp-unigram-16k,N,16000,code,1,36,36,1.125,1.125,1.0,0,0,0.0,1.15625,2,32,32,32,32.0,32.0,576.0,1152.0,2304.0,4608.0
n-reversible-sp-unigram-16k,N,16000,english,1,44,44,1.1,1.1,1.0,0,0,0.0,1.1,4,40,40,40,40.0,40.0,563.2,1126.4,2252.8,4505.6
n-reversible-sp-unigram-16k,N,16000,gyaru,13,211,547,0.9055793991416309,2.347639484978541,1.0,0,97,0.41630901287553645,2.7245348668425593,6,14,27.8,35.03999999999999,17.923076923076923,17.923076923076923,463.656652360515,927.31330472103,1854.62660944206,3709.25321888412
n-reversible-sp-unigram-16k,N,16000,historical_kana,1,11,33,1.5714285714285714,4.714285714285714,1.0,0,0,0.0,1.5714285714285714,4,7,7,7,7.0,7.0,804.5714285714286,1609.142857142857,3218.285714285714,6436.571428571428
n-reversible-sp-unigram-16k,N,16000,kakikudashi,690,7344,22032,1.0896142433234421,3.268842729970326,1.0,0,894,0.13264094955489614,1.7452171976941462,6,10.0,13.0,17.110000000000014,9.768115942028986,9.768115942028986,557.8824925816024,1115.7649851632048,2231.5299703264095,4463.059940652819
n-reversible-sp-unigram-16k,N,16000,kanbun,690,4292,12876,0.8906412118696825,2.6719236356090477,1.0,0,912,0.18925088192571074,1.7536541740441995,6,7.0,9.0,12.110000000000014,6.984057971014493,6.984057971014493,456.00830047727743,912.0166009545549,1824.0332019091097,3648.0664038182194
n-reversible-sp-unigram-16k,N,16000,modern_ja,1,11,33,2.75,8.25,1.0,0,0,0.0,2.75,4,4,4,4,4.0,4.0,1408.0,2816.0,5632.0,11264.0
n-reversible-sp-unigram-16k,N,16000,old_orthography,1,13,39,1.625,4.875,1.0,0,0,0.0,1.625,4,8,8,8,8.0,8.0,832.0,1664.0,3328.0,6656.0
n-reversible-sp-unigram-16k,N,16000,ruby_rendered,2,25,75,1.3157894736842106,3.9473684210526314,1.0,0,0,0.0,1.3222222222222222,3,9.5,9.9,9.99,9.5,9.5,673.6842105263158,1347.3684210526317,2694.7368421052633,5389.473684210527
n-reversible-sp-unigram-16k,N,16000,technical,2,34542,54848,1.3203623714689805,2.096555942051145,1.0,0,205,0.007836091892511754,1.4688726444366131,16,13080.5,16004.1,16661.91,13080.5,13080.5,676.025534192118,1352.051068384236,2704.102136768472,5408.204273536944
n-reversible-sp-unigram-16k,N,16000,technical_ja,1,27,43,1.2272727272727273,1.9545454545454546,1.0,0,0,0.0,1.2272727272727273,3,22,22,22,22.0,22.0,628.3636363636364,1256.7272727272727,2513.4545454545455,5026.909090909091
n-reversible-sp-unigram-16k,N,16000,unicode_edge,14,70,137,0.7142857142857143,1.3979591836734695,1.0,0,45,0.45918367346938777,2.97233893557423,6,6.5,11.400000000000002,16.349999999999994,7.0,7.0,365.7142857142857,731.4285714285714,1462.857142857143,2925.714285714286
n-reversible-sp-unigram-16k,N,16000,web_novel,26,148548,395051,1.9063923717611426,5.069891300162985,1.0,0,131,0.00168118992312727,2.240993283170141,16,2545.0,6663.5,8815.0,2996.9615384615386,2996.9615384615386,976.072894341705,1952.14578868341,3904.29157736682,7808.58315473364
n-reversible-sp-unigram-16k,N,16000,whitespace,2,34,46,1.3076923076923077,1.7692307692307692,1.0,0,1,0.038461538461538464,1.8818181818181818,8,13.0,14.6,14.96,13.0,13.0,669.5384615384615,1339.076923076923,2678.153846153846,5356.307692307692
n-reversible-sp-unigram-24k,N,24000,aa,97,468268,1303346,2.3921003698481784,6.658013036637446,1.0,0,388,0.0019820592983101413,2.589919148691567,16,1612,2838.2000000000003,11413.679999999984,2018.1030927835052,2018.1030927835052,1224.7553893622674,2449.5107787245347,4899.021557449069,9798.043114898139
n-reversible-sp-unigram-24k,N,24000,aozora_kyu_kyu,15,98589,283524,1.867286639645441,5.369976135459677,1.0,0,1185,0.02244403197090799,2.142750375030362,16,1549,8425.6,12970.399999999998,3519.866666666667,3519.866666666667,956.0507594984658,1912.1015189969316,3824.2030379938633,7648.406075987727
n-reversible-sp-unigram-24k,N,24000,aozora_shin_kyu,51,363135,1049668,1.9358733780426693,5.595782111289996,1.0,0,2446,0.01303963066818778,2.1804472667323664,16,2236,6578,30495.5,3678.078431372549,3678.078431372549,991.1671695578467,1982.3343391156934,3964.668678231387,7929.337356462774
n-reversible-sp-unigram-24k,N,24000,aozora_shin_shin,37,500000,1454404,2.104439103845652,6.121409300779064,1.0,0,1928,0.008114717184428834,2.2804352095739415,16,2478,10495.999999999998,48833.880000000005,6421.4324324324325,6421.4324324324325,1077.4728211689737,2154.9456423379474,4309.891284675895,8619.78256935179
n-reversible-sp-unigram-24k,N,24000,code,1,36,36,1.2,1.2,1.0,0,0,0.0,1.2333333333333334,3,30,30,30,30.0,30.0,614.4,1228.8,2457.6,4915.2
n-reversible-sp-unigram-24k,N,24000,english,1,44,44,1.1578947368421053,1.1578947368421053,1.0,0,0,0.0,1.1578947368421053,4,38,38,38,38.0,38.0,592.8421052631579,1185.6842105263158,2371.3684210526317,4742.736842105263
n-reversible-sp-unigram-24k,N,24000,gyaru,13,211,547,0.9295154185022027,2.409691629955947,1.0,0,97,0.42731277533039647,2.794765917842841,6,13,27.8,35.03999999999999,17.46153846153846,17.46153846153846,475.91189427312776,951.8237885462555,1903.647577092511,3807.295154185022
n-reversible-sp-unigram-24k,N,24000,historical_kana,1,11,33,1.5714285714285714,4.714285714285714,1.0,0,0,0.0,1.5714285714285714,4,7,7,7,7.0,7.0,804.5714285714286,1609.142857142857,3218.285714285714,6436.571428571428
n-reversible-sp-unigram-24k,N,24000,kakikudashi,690,7344,22032,1.1215638362858888,3.3646915088576663,1.0,0,894,0.13653023824068417,1.7937304818267936,6,9.0,13.0,17.110000000000014,9.489855072463769,9.489855072463769,574.2406841783751,1148.4813683567502,2296.9627367135004,4593.925473427001
n-reversible-sp-unigram-24k,N,24000,kanbun,690,4292,12876,0.8980958359489433,2.69428750784683,1.0,0,912,0.19083490269930947,1.7680099028564502,6,7.0,9.0,12.0,6.926086956521739,6.926086956521739,459.82506800585895,919.6501360117179,1839.3002720234358,3678.6005440468716
n-reversible-sp-unigram-24k,N,24000,modern_ja,1,11,33,2.75,8.25,1.0,0,0,0.0,2.75,4,4,4,4,4.0,4.0,1408.0,2816.0,5632.0,11264.0
n-reversible-sp-unigram-24k,N,24000,old_orthography,1,13,39,1.8571428571428572,5.571428571428571,1.0,0,0,0.0,1.8571428571428572,4,7,7,7,7.0,7.0,950.8571428571429,1901.7142857142858,3803.4285714285716,7606.857142857143
n-reversible-sp-unigram-24k,N,24000,ruby_rendered,2,25,75,1.4705882352941178,4.411764705882353,1.0,0,0,0.0,1.4791666666666665,3,8.5,8.9,8.99,8.5,8.5,752.9411764705883,1505.8823529411766,3011.764705882353,6023.529411764706
n-reversible-sp-unigram-24k,N,24000,technical,2,34542,54848,1.4642024500868975,2.324954431774829,1.0,0,205,0.008689754567419779,1.638945409048688,16,11795.5,14603.900000000001,15235.79,11795.5,11795.5,749.6716544444915,1499.343308888983,2998.686617777966,5997.373235555932
n-reversible-sp-unigram-24k,N,24000,technical_ja,1,27,43,1.2272727272727273,1.9545454545454546,1.0,0,0,0.0,1.2272727272727273,3,22,22,22,22.0,22.0,628.3636363636364,1256.7272727272727,2513.4545454545455,5026.909090909091
n-reversible-sp-unigram-24k,N,24000,unicode_edge,14,70,137,0.7291666666666666,1.4270833333333333,1.0,0,45,0.46875,2.9961484593837535,6,6.0,11.400000000000002,16.349999999999994,6.857142857142857,6.857142857142857,373.3333333333333,746.6666666666666,1493.3333333333333,2986.6666666666665
n-reversible-sp-unigram-24k,N,24000,web_novel,26,148548,395051,2.06379727138848,5.4884964850370945,1.0,0,131,0.0018200005557253605,2.4329247869042643,16,2313.5,6199.5,8201.5,2768.3846153846152,2768.3846153846152,1056.6642029509017,2113.3284059018033,4226.656811803607,8453.313623607213
n-reversible-sp-unigram-24k,N,24000,whitespace,2,34,46,1.619047619047619,2.1904761904761907,1.0,0,1,0.047619047619047616,2.3194444444444446,8,10.5,11.7,11.969999999999999,10.5,10.5,828.952380952381,1657.904761904762,3315.809523809524,6631.619047619048
n-reversible-sp-unigram-32k,N,32000,aa,97,468268,1303346,2.502140028961191,6.964290103501526,1.0,0,388,0.0020732365466718675,2.7045759496044615,16,1549,2727.0,10881.599999999986,1929.3505154639174,1929.3505154639174,1281.0956948281298,2562.1913896562596,5124.382779312519,10248.765558625038
n-reversible-sp-unigram-32k,N,32000,aozora_kyu_kyu,15,98589,283524,1.9355465682425004,5.566279252395162,1.0,0,1185,0.023264488770221456,2.22933475049591,16,1501,8088.8,12569.359999999997,3395.733333333333,3395.733333333333,990.9998429401602,1981.9996858803204,3963.9993717606408,7927.9987435212815
n-reversible-sp-unigram-32k,N,32000,aozora_shin_kyu,51,363135,1049668,2.011048346901479,5.813080799689871,1.0,0,2446,0.013545993243617434,2.278197670497317,16,2135,6418,29346.0,3540.5882352941176,3540.5882352941176,1029.6567536135572,2059.3135072271143,4118.627014454229,8237.254028908457
n-reversible-sp-unigram-32k,N,32000,aozora_shin_shin,37,500000,1454404,2.1954186004645506,6.386051188380089,1.0,0,1928,0.008465534123391308,2.394259239063423,16,2379,10002.999999999998,46849.600000000006,6155.324324324324,6155.324324324324,1124.05432343785,2248.1086468757,4496.2172937514,8992.4345875028
n-reversible-sp-unigram-32k,N,32000,code,1,36,36,1.2413793103448276,1.2413793103448276,1.0,0,0,0.0,1.2758620689655173,3,29,29,29,29.0,29.0,635.5862068965517,1271.1724137931035,2542.344827586207,5084.689655172414
n-reversible-sp-unigram-32k,N,32000,english,1,44,44,1.1891891891891893,1.1891891891891893,1.0,0,0,0.0,1.1891891891891893,4,37,37,37,37.0,37.0,608.8648648648649,1217.7297297297298,2435.4594594594596,4870.918918918919
n-reversible-sp-unigram-32k,N,32000,gyaru,13,211,547,0.9461883408071748,2.4529147982062782,1.0,0,97,0.4349775784753363,2.8434144203374974,6,13,27.0,34.91999999999999,17.153846153846153,17.153846153846153,484.4484304932735,968.896860986547,1937.793721973094,3875.587443946188
n-reversible-sp-unigram-32k,N,32000,historical_kana,1,11,33,1.5714285714285714,4.714285714285714,1.0,0,0,0.0,1.5714285714285714,4,7,7,7,7.0,7.0,804.5714285714286,1609.142857142857,3218.285714285714,6436.571428571428
n-reversible-sp-unigram-32k,N,32000,kakikudashi,690,7344,22032,1.1403726708074535,3.4211180124223604,1.0,0,894,0.1388198757763975,1.8226411282278492,6,9.0,13.0,17.0,9.333333333333334,9.333333333333334,583.8708074534162,1167.7416149068324,2335.483229813665,4670.96645962733
n-reversible-sp-unigram-32k,N,32000,kanbun,690,4292,12876,0.9018701407858793,2.7056104223576383,1.0,0,912,0.19163689850808993,1.7742264158120935,6,7.0,9.0,12.0,6.897101449275362,6.897101449275362,461.7575120823702,923.5150241647405,1847.030048329481,3694.060096658962
n-reversible-sp-unigram-32k,N,32000,modern_ja,1,11,33,2.75,8.25,1.0,0,0,0.0,2.75,4,4,4,4,4.0,4.0,1408.0,2816.0,5632.0,11264.0
n-reversible-sp-unigram-32k,N,32000,old_orthography,1,13,39,1.8571428571428572,5.571428571428571,1.0,0,0,0.0,1.8571428571428572,4,7,7,7,7.0,7.0,950.8571428571429,1901.7142857142858,3803.4285714285716,7606.857142857143
n-reversible-sp-unigram-32k,N,32000,ruby_rendered,2,25,75,1.4705882352941178,4.411764705882353,1.0,0,0,0.0,1.4791666666666665,3,8.5,8.9,8.99,8.5,8.5,752.9411764705883,1505.8823529411766,3011.764705882353,6023.529411764706
n-reversible-sp-unigram-32k,N,32000,technical,2,34542,54848,1.516729603934311,2.408360410994994,1.0,0,205,0.009001492930534821,1.692443980030187,16,11387.0,14016.6,14608.26,11387.0,11387.0,776.5655572143672,1553.1311144287345,3106.262228857469,6212.524457714938
n-reversible-sp-unigram-32k,N,32000,technical_ja,1,27,43,1.2272727272727273,1.9545454545454546,1.0,0,0,0.0,1.2272727272727273,3,22,22,22,22.0,22.0,628.3636363636364,1256.7272727272727,2513.4545454545455,5026.909090909091
n-reversible-sp-unigram-32k,N,32000,unicode_edge,14,70,137,0.7368421052631579,1.4421052631578948,1.0,0,45,0.47368421052631576,3.0080532212885154,6,6.0,11.400000000000002,16.349999999999994,6.785714285714286,6.785714285714286,377.2631578947368,754.5263157894736,1509.0526315789473,3018.1052631578946
n-reversible-sp-unigram-32k,N,32000,web_novel,26,148548,395051,2.1387353144436765,5.687787952084773,1.0,0,131,0.001886086155263764,2.531234063786142,16,2221.0,6061.5,7973.75,2671.3846153846152,2671.3846153846152,1095.0324809951624,2190.0649619903247,4380.129923980649,8760.259847961299
n-reversible-sp-unigram-32k,N,32000,whitespace,2,34,46,1.619047619047619,2.1904761904761907,1.0,0,1,0.047619047619047616,2.3194444444444446,8,10.5,11.7,11.969999999999999,10.5,10.5,828.952380952381,1657.904761904762,3315.809523809524,6631.619047619048
n-reversible-sp-unigram-48k,N,48000,aa,97,468268,1303346,2.667555342880906,7.424696084128015,1.0,0,388,0.0022102972508003783,2.8835650609689534,16,1452,2575.2000000000003,10222.359999999986,1809.7113402061855,1809.7113402061855,1365.7883355550239,2731.5766711100478,5463.1533422200955,10926.306684440191
n-reversible-sp-unigram-48k,N,48000,aozora_kyu_kyu,15,98589,283524,2.0594293114973263,5.922543449197861,1.0,0,1185,0.02475350935828877,2.371770735216831,16,1419,7530.0,11897.379999999997,3191.4666666666667,3191.4666666666667,1054.427807486631,2108.855614973262,4217.711229946524,8435.422459893049
n-reversible-sp-unigram-48k,N,48000,aozora_shin_kyu,51,363135,1049668,2.1481176943826608,6.209289669206379,1.0,0,2446,0.01446926316785765,2.434855088197146,16,2013,6085,27334.0,3314.6666666666665,3314.6666666666665,1099.8362595239223,2199.6725190478446,4399.345038095689,8798.690076191378
n-reversible-sp-unigram-48k,N,48000,aozora_shin_shin,37,500000,1454404,2.3465034751716467,6.8255280806070875,1.0,0,1928,0.00904811740026187,2.5642164347540763,16,2224,9360.599999999999,43728.44000000001,5759.0,5759.0,1201.409779287883,2402.819558575766,4805.639117151532,9611.278234303065
n-reversible-sp-unigram-48k,N,48000,code,1,36,36,1.3333333333333333,1.3333333333333333,1.0,0,0,0.0,1.3703703703703705,4,27,27,27,27.0,27.0,682.6666666666666,1365.3333333333333,2730.6666666666665,5461.333333333333
n-reversible-sp-unigram-48k,N,48000,english,1,44,44,1.375,1.375,1.0,0,0,0.0,1.375,4,32,32,32,32.0,32.0,704.0,1408.0,2816.0,5632.0
n-reversible-sp-unigram-48k,N,48000,gyaru,13,211,547,0.9461883408071748,2.4529147982062782,1.0,0,97,0.4349775784753363,2.8434144203374974,6,13,27.0,34.91999999999999,17.153846153846153,17.153846153846153,484.4484304932735,968.896860986547,1937.793721973094,3875.587443946188
n-reversible-sp-unigram-48k,N,48000,historical_kana,1,11,33,1.5714285714285714,4.714285714285714,1.0,0,0,0.0,1.5714285714285714,4,7,7,7,7.0,7.0,804.5714285714286,1609.142857142857,3218.285714285714,6436.571428571428
n-reversible-sp-unigram-48k,N,48000,kakikudashi,690,7344,22032,1.181087166291412,3.543261498874236,1.0,0,894,0.14377613380508203,1.8849962653321113,6,9.0,12.0,16.110000000000014,9.01159420289855,9.01159420289855,604.7166291412029,1209.4332582824059,2418.8665165648117,4837.733033129623
n-reversible-sp-unigram-48k,N,48000,kanbun,690,4292,12876,0.9102863202545068,2.7308589607635207,1.0,0,912,0.1934252386002121,1.7891827075075157,6,7.0,9.0,12.0,6.833333333333333,6.833333333333333,466.0665959703075,932.133191940615,1864.26638388123,3728.53276776246
n-reversible-sp-unigram-48k,N,48000,modern_ja,1,11,33,2.75,8.25,1.0,0,0,0.0,2.75,4,4,4,4,4.0,4.0,1408.0,2816.0,5632.0,11264.0
n-reversible-sp-unigram-48k,N,48000,old_orthography,1,13,39,1.8571428571428572,5.571428571428571,1.0,0,0,0.0,1.8571428571428572,4,7,7,7,7.0,7.0,950.8571428571429,1901.7142857142858,3803.4285714285716,7606.857142857143
n-reversible-sp-unigram-48k,N,48000,ruby_rendered,2,25,75,1.5625,4.6875,1.0,0,0,0.0,1.5625,3,8.0,8.0,8.0,8.0,8.0,800.0,1600.0,3200.0,6400.0
n-reversible-sp-unigram-48k,N,48000,technical,2,34542,54848,1.6116269304343769,2.559044464144077,1.0,0,205,0.009564689964074091,1.7906922858907235,16,10716.5,13077.7,13608.970000000001,10716.5,10716.5,825.152988382401,1650.305976764802,3300.611953529604,6601.223907059208
n-reversible-sp-unigram-48k,N,48000,technical_ja,1,27,43,1.2857142857142858,2.0476190476190474,1.0,0,0,0.0,1.2857142857142858,3,21,21,21,21.0,21.0,658.2857142857143,1316.5714285714287,2633.1428571428573,5266.285714285715
n-reversible-sp-unigram-48k,N,48000,unicode_edge,14,70,137,0.7446808510638298,1.4574468085106382,1.0,0,45,0.4787234042553192,3.0294817927170867,6,6.0,11.400000000000002,16.349999999999994,6.714285714285714,6.714285714285714,381.27659574468083,762.5531914893617,1525.1063829787233,3050.2127659574467
n-reversible-sp-unigram-48k,N,48000,web_novel,26,148548,395051,2.2772608115773174,6.056184942741948,1.0,0,131,0.0020082476123315604,2.682635621120291,16,2057.5,5708.0,7466.5,2508.8846153846152,2508.8846153846152,1165.9575355275865,2331.915071055173,4663.830142110346,9327.660284220692
n-reversible-sp-unigram-48k,N,48000,whitespace,2,34,46,1.7894736842105263,2.4210526315789473,1.0,0,1,0.05263157894736842,2.5795454545454546,8,9.5,10.7,10.969999999999999,9.5,9.5,916.2105263157895,1832.421052631579,3664.842105263158,7329.684210526316
n-reversible-sp-unigram-64k,N,64000,aa,97,468268,1303346,2.783085198062465,7.746254197497845,1.0,0,388,0.0023060235951383318,3.0059944252800412,16,1385,2470.6000000000004,9725.519999999986,1734.5876288659795,1734.5876288659795,1424.939621407982,2849.879242815964,5699.758485631928,11399.516971263856
n-reversible-sp-unigram-64k,N,64000,aozora_kyu_kyu,15,98589,283524,2.14007554050534,6.154467309195103,1.0,0,1185,0.0257228444907528,2.459693373176433,16,1364,7220.2,11500.679999999997,3071.2,3071.2,1095.718676738734,2191.437353477468,4382.874706954936,8765.749413909873
n-reversible-sp-unigram-64k,N,64000,aozora_shin_kyu,51,363135,1049668,2.240066868588419,6.47507541222264,1.0,0,2446,0.015088613217032984,2.528079779340357,16,1923,5787,26121.5,3178.607843137255,3178.607843137255,1146.9142367172706,2293.828473434541,4587.656946869082,9175.313893738165
n-reversible-sp-unigram-64k,N,64000,aozora_shin_shin,37,500000,1454404,2.4588027597602173,7.152185138012599,1.0,0,1928,0.0094811434416354,2.698843663659087,16,2110,8969.599999999999,41588.76000000001,5495.972972972973,5495.972972972973,1258.9070129972313,2517.8140259944626,5035.628051988925,10071.25610397785
n-reversible-sp-unigram-64k,N,64000,code,1,36,36,1.3846153846153846,1.3846153846153846,1.0,0,0,0.0,1.4230769230769231,4,26,26,26,26.0,26.0,708.9230769230769,1417.8461538461538,2835.6923076923076,5671.384615384615
n-reversible-sp-unigram-64k,N,64000,english,1,44,44,1.5172413793103448,1.5172413793103448,1.0,0,0,0.0,1.5172413793103448,4,29,29,29,29.0,29.0,776.8275862068965,1553.655172413793,3107.310344827586,6214.620689655172
n-reversible-sp-unigram-64k,N,64000,gyaru,13,211,547,0.9461883408071748,2.4529147982062782,1.0,0,97,0.4349775784753363,2.8434144203374974,6,13,27.0,34.91999999999999,17.153846153846153,17.153846153846153,484.4484304932735,968.896860986547,1937.793721973094,3875.587443946188
n-reversible-sp-unigram-64k,N,64000,historical_kana,1,11,33,1.8333333333333333,5.5,1.0,0,0,0.0,1.8333333333333333,4,6,6,6,6.0,6.0,938.6666666666666,1877.3333333333333,3754.6666666666665,7509.333333333333
n-reversible-sp-unigram-64k,N,64000,kakikudashi,690,7344,22032,1.2063074901445467,3.61892247043364,1.0,0,894,0.14684625492772668,1.9225716409667817,6,9.0,12.0,16.110000000000014,8.8231884057971,8.8231884057971,617.6294349540079,1235.2588699080159,2470.5177398160317,4941.0354796320635
n-reversible-sp-unigram-64k,N,64000,kanbun,690,4292,12876,0.9122210414452709,2.736663124335813,1.0,0,912,0.19383634431455898,1.7926713203439546,6,7.0,9.0,12.0,6.818840579710145,6.818840579710145,467.0571732199787,934.1143464399574,1868.228692879915,3736.45738575983
n-reversible-sp-unigram-64k,N,64000,modern_ja,1,11,33,3.6666666666666665,11.0,1.0,0,0,0.0,3.6666666666666665,4,3,3,3,3.0,3.0,1877.3333333333333,3754.6666666666665,7509.333333333333,15018.666666666666
