eval_item_id,source_work_identity,category,source_url,source_record_id,upstream_split,text_sha256,source_chars,source_bytes
sha256:155c347733e659c7a2cbfa3255bcccbdc62f595fd9070fac1ecc0bdfc9dff400,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:213,train,e5d666ebb9c8b2f2f30a6cfb6d0af5e2b1b7c90088efaac43c2d04c27f914c6a,7,21
sha256:a424697be601e0bcf281afb4098cbe6c625815e65a587ec4dd49efa10159ca95,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:213,train,591cb386d87e33594ceeed8ff2b90a415b40945284d79a5138d7732c2b880701,14,42
sha256:2999238910dcf84852760a2628291c847dfff33b9fcbb91710c5b4f990b12927,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:214,train,d67482bfbf6ba313b6f7b61daf5e59ecfbd8b8cde4cc2ef72467b157782536b5,7,21
sha256:1e3cf833d97b697a89466f7bc08e556d1a02ae9b99d1d869e136d12028fa6b28,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:214,train,cc69296fbf395e728b430ca927b07592ef9b44a1c3893a9de255bea2908bcad9,12,36
sha256:7008c09a80cbd125cf1cbb3a1e4effb94a7960531d35db747a1dceadd34f983c,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:215,train,7cfd3a50495f82d465b9ab7076a071ef142fcbeb15dec6c2e2d8444e1a929b9c,7,21
sha256:e7c5f0eb3f8e0aec207e0b41085ca47b3161f5cae8235bd432e69984ff4d1429,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:215,train,3387aec2734fea374820db1e7ec89984e127170696b1a2ed3488f11c2afde2a6,12,36
sha256:73f731d93c50f1435feabf36e081bbccb794c8225fe9d12a676635322db210d4,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:216,train,014f50bd125df407dfe5eb368e7c544b2133dac38ae40518989ceb956846f41e,7,21
sha256:838becfdc5ce40639f8725fc4a5395b58aa781e299fe0ed23915d79da4e326b6,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:216,train,f81f625f4388425e3d3325145fb3a99ce6ac32acbb5959f5e30a7dcd49410430,11,33
sha256:2a494f68b717940d34384b71689f2b0861d5725a3a3d86088beec4f5f85bf96a,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:217,train,3d8ba621cd74be3824ca842dedc731a23a03a95f88e0137f545b6b23d32f6019,7,21
sha256:38cfa336cec2dbee537919474008f023d1bc07dc5bae519e2c02583dad95e63f,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:217,train,cee7065f937d5fa34f6daa2319a362ddedbeeb0d7f31f1355063627de3c5bc80,11,33
sha256:a6c5ce7d83e764cd9a90d07a1b29454a32c3b0aa825e466d21d88d192c5bc170,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:218,train,98a9b444fa31470b0d8679369847d2a84a962d840dd139c8bac905b6daa7d180,7,21
sha256:d7417f76c9a4af2605ce407f3932b4c6cc767f20d4b15482de140f01a515499c,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:218,train,cd0b61451e82061f86554caa48922545ab0c8d4fb2e1e9b8e092e341160e740c,16,48
sha256:91278b7e19364a8e7c5bb2a81ac31c6218be312f4736db488aad6a2f985861a9,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:219,train,8a86e99e2600c7cc4ededc64b2a9bb0dd9ca7d1a503a4ac3072d2795a405136d,7,21
sha256:6f85450d1b4fc64c8343fd55fa5ed09bba4f8778da5f048bac7e4b18011571ce,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:219,train,29b0a6851f69eb24647de57b413f2ed42b922b037796aaa8d2efc82df9899906,14,42
sha256:4cda0dc996a31f68a221541b4c27c4e88e20e830cd14c91a975c407cebe135a6,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:220,train,890c51653f7d72ac4ed3ffb400aa22168ed2d58b45a4e38c30aaba3ebf64d8e4,7,21
sha256:248a56870d4a5c9993a04b382db43a19d92509beaac4811474b7b34d05ecb1ad,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:220,train,d2b160eb96a96ef546aa0bc44dc2bc9f131dba7a03b4747b931c7bc0c66d69cc,13,39
sha256:9ff2f51d48fad085dac7620a616fd69387a18ca328577a24617055fa2e361f36,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:221,train,a551351b3a4f8ea50c46c0747b30995b01ec0ee347550a7701398d5ad41a5ed0,7,21
sha256:b1f83bd0759d498e0255ea9852e9f6f4e7122b50e865dabd24d3226339998e8b,sha256:b6b4b4a72cbdecc3290a1dde132945435b73a98d25b72c10b5124e197d908efd,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:221,train,d9c08094bb748a141c4c008143b5d6bfe3a9e5f66d96047893e048920ba96c4c,14,42
sha256:2fdaec007819e5eabcf3541b7062267612ca26d9e1fb483efcafc42031160c03,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:222,train,b67a29a793f99d7e0986013547f4f7ff5a97c7979f3b086e62f613c6b54deea1,11,33
sha256:542ac6a18881f56ee1ef55bc297668bff6e85f81a1eef87462b23d20b6a29c64,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:222,train,a73e663cae5ddff522526f1c0cd73ce37ef73aa782da2ff67c1f4d1d206cf141,21,63
sha256:27919698390dd85a59adc3b36a2cbab992daff8332d5ff7c5ccd6b1fc00ee45a,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:223,train,0d820394307f201994d35c7b0dc31561467559dca2ee0060576c805751932c7b,11,33
sha256:aa56b369533cc222ae747634040ee23e0167350d4b3d022e508ce77336fcf70e,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:223,train,e850cfb13fe074da4453975a216e9a836723f3427c7015c2a74706ae2e5126c8,16,48
sha256:2890860d9aff35c51b69041db90459bc145d6603b37dc37bb9a12696bb05e5b0,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:224,train,598a2e836f96a4cde331f1cb0b18c53145c1511df07347207359f14926946a30,7,21
sha256:3ffa5eacea7efd7265a63c10b874597c2881941bc5b1fca2d748078db0110d0f,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:224,train,af55e5d9e54d7413a3a8ca1fc02bd63caa5c3e6290c78c8536061a5a14d9d1e1,12,36
sha256:52b9673d5c66329a086b0ab67d743bcef23a76676c29d39f168d8ff1c93b684f,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:225,train,af616edbf8809dc07108a7bfeb754799d10efc7fe81d0863681bdd47ef1bf38a,7,21
sha256:25d8b363b90546011164f34984e10e68ee59ec08ede9e7efea52622834d5369f,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:225,train,99837c22528660a818ce18ffb4e44f463287e1ed6e470fa02e25c12390a104a8,12,36
sha256:a112aa083ef09817a5befe572447ec2dbe3dbf4c7d615e2ccc66986d2c3906bd,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:226,train,bbf184717171a425d2c2cf5995dc0d92ee5fc7389b08f097ed26fafba3dbd84f,7,21
sha256:66407b2489fd39e848a6a30f61743ddd32e71254650ea06ad266b3c5984e6577,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:226,train,80559c764c1283620f1bea38b85a8b122296cda156f29959ce62032672c0ea02,16,48
sha256:6de71cccc1d6b4a7e1d2bc1adeb3c7753e00b202eea880c720667ee56292b389,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:227,train,9dde0c6cf8961b1cf239fb32459ee674aa59442b5caa147c3def7ccaf85b13fe,7,21
sha256:1ac6986f4c6eb03e1eb123742013b91a16fe4c855589046edd6ffb979ba9d6c5,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:227,train,517d48a2f11e5627fb33ac0e64b42aabc3d323d22f388ac3ebd92bc9e895a8c5,18,54
sha256:3ab7daa20e374dcdd753576f4883f7c7a2ed15cb058b38d1614813ea23a8949f,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:228,train,95380811b2932c5283a602fbed7632d95beced14a0fa1f15d8d4f1113ae58593,7,21
sha256:452a0f251458b7f20e6487d8f8f862733fdfd5080b7156a4425cf599b9427731,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:228,train,cb11708ba0ef99d0fff46b053f7da7441154fae807d35fc6e77323f1893a0f5c,19,57
sha256:e08cedf93d02ea1eb057d5538bc1b9300d2618837a44e2fa2c86d697abeaec3e,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:229,train,2589d7e9770cb9ab17683572434207d90dfa0b45bcb1532c5383c55346c47248,7,21
sha256:5c4ebe0251c0ef9e47ccf16529b4ef92b6e2b4514426f8fe19c93c151d784d2b,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:229,train,af1be2c34a0dea58462f9f44ca154dbae82428b4d2705e1c2775883b1c84662d,9,27
sha256:06cd55e0796629e026297a84917233416c697c7c25d3a5902d6694218d74ad85,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:230,train,b2d929edd0de52b392d9d7f30c31b83cd6708f71e295aa311fec551fbcaf7eff,7,21
sha256:4fb54fe38f804c82bc5cddb9ec9043798b8ab947453b3c0b4b9323c7743f6d62,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:230,train,b3e9961ef213dc8ab08fddf3f112936e0054bd3c6e5feab12a18f49dd17708f6,11,33
sha256:ccd127251db0e305f6f9606206b4aee1498e5dcbb5782367d4dca87c3e027b79,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:231,train,9c81b1264afd434bb413ba0b1ea72b5058d4f48b3d5672f1b46c7cc2291a148f,7,21
sha256:5119a87780084243b4fab88fb373148794bf2e4f81612ead4f52bed9efa06530,sha256:ac200517388f2878b3db69087a15c8ef657d854cb2fddf975c2363d404fa70bb,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:231,train,3c35a8dd11b8e17d0a093844ea8c6e7c5e443abaf7545141483b349e28868ab2,9,27
sha256:7abb3f18c48c1c94ac02d4ed106ad7f80295436b4d40e0c5d70545d1351e7851,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:232,train,9ccbd7118cd2195a658c9a96d6049f9cec7e43b66c12cdfb3f7dcbb19ff4ee93,7,21
sha256:1e477a94f467b95145b47543cdd488b7a765140e049dff121ac2a80ef616da8a,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:232,train,fd4c6d90a4f236c93d2615f08ad37e443dafb15cf81d0a1e2641ea0ef6de9d68,8,24
sha256:08569037756aff87111151af0e2cb2418696629e45932a2566de94989e0ee095,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:233,train,00d09c0e36e7d07dde67a58019432281eefce68df9b12ef13d605375975d9ec1,7,21
sha256:1086a6449c4dc2f95151824d33fcd0efc2876139a7c3443629d26380259a839a,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:233,train,745264f5655a7fa476178ea9e602cd54a26c5c170509e3f53b093536cd1bf7b5,14,42
sha256:690ada2417d02ada3893d4b42905a5e8be195f05f22ec1b9526898961c157dcd,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:234,train,f127ef3bcc79bfa90172afeb92c06929120a9cd89755f6e8dd2e73271e080012,7,21
sha256:fdb3448c2aad5c5353383097ff6defe5e1002e3db221ffb6b70b3eb3ba15fc19,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:234,train,d4d3fe89365736baed5765746d8fd37d69a4c186afcab65e17592e3112500665,14,42
sha256:3e033ec1d5f107c7f90edcd4d430c7dcde364949edf97d3c853a17de3a20c2e2,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:235,train,c367f27af9068b40c9447e5650ca033ccfa786dbf96df5dbc8ce9be0ad7137df,7,21
sha256:80ccb650313d74146f4b93d0fa699ef61651a6d74ac0a171eacd2f6e42ad68de,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:235,train,71f45e9b2a5da845c21c276b5bfc59b4cb251391d5e512b8ecfd3a36ae11c7e0,14,42
sha256:8de1a3f35a714de4dcebb6a559b7fdd3f28cd77db941c506efdeca21956c1e61,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:236,train,e91f8fb6aa1976f4066944671b1d63c324d686eacedb674f23ffac47dc06250e,7,21
sha256:b968cda1f260e69aa79168b7c0f5b2eaab79926927dcfe43d654d70043c1fb85,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:236,train,51ea780e6ed341edac15ccbcf2d4e90f0f3a463b11fb9e3676da4b8c7097081a,16,48
sha256:e7d6d0d7aa810b5915da0f096b55014c768dabd6a1830fbc288db74b1462c36e,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:237,train,826fcf6a49eb855b8d69f7837c9a3cca8d667092ae5d11819ff26c01fb068829,7,21
sha256:6acf41025b1e5eb6a9b338c28ada9002da4b6f09059e12e0f072fc54de99c687,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:237,train,ce8e61541c3a3bc84d50bef5b0cc6f5902f413c11a14df37720719739274fa30,13,39
sha256:a75419bbd43272c744c5a16e134d31ba327af0f0a150bf19dd37815a06f83fe1,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:238,train,d69ba817652e6a357339536d2435052bb27424d4d279c523b2605bd93f655bcd,7,21
sha256:64953df14aeb789e2c3d58086f395800c7e9c9cc5edc9e20c8fccc3a73371690,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:238,train,fac37d055873cc94e44fd78fc71a670aca895bac8b2b23d690b4543f9fb1f83a,11,33
sha256:1ba25a2d354065c45beca09fd5d9c3afac84f858dd3f30d61c06105fdfaecd8c,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:239,train,89bf8ef497ba5ade57614a36482e32f7f1daac50de607b85b3e758d25ddcd48e,7,21
sha256:07d7e9326d03bed71478a3d40a9913230476fe2b2898a76db6ac804db7823ded,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:239,train,ea21bed82f81bfad905f6d59550acb13314d64e6e9bc584882c82f164f004d69,10,30
sha256:5a81668be0742cfcac16fb139abf7ad2f989d543727743cde2638cee50f80e1d,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:240,train,78acc981972ef0edffd9a2eafdbcb8416204847030cac3f5265ad3a62380bacc,7,21
sha256:a3bed7a03a20554113fbe5a89a4d85e7e77ad57de11f3ca27c156dde95f48ad6,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:240,train,c0a4aa71bed5032173ad72d4db8d2e588610a466e9054874525e9c0e41afa4da,16,48
sha256:42883b12af49a126d78858a4d057580465814d683427f7cfe89f4b483211387f,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:241,train,442371345ba1949b20d75ac6807d0868addfa7e41e945bf7120eccb594272d02,7,21
sha256:d12dd966a7359397b76b1fb21a4ca167984264155fbd81bac0bd7b4eaecc6556,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:241,train,b3944548c95a85f0335ba42cb114ca13205c1f6976a301a630952104c9807429,14,42
sha256:5be848c06a984df9fce8f6a8acca2a13b367881844f4890ae7745b6fd0061417,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:242,train,7f1a24d4056593459f57e74dab2fc7d78165dec6f812754415a837cc6e9e5b62,7,21
sha256:6516f082de5359b2ed55dd7ee79f1feae2f1dee51cb541256fce056e345fc6a8,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:242,train,d4e02f92e2e684d96691eafb51c397fcb81a1c90d81cf37e67257d5b05a8ca37,16,48
sha256:58db45f5759775b6242ee95a8b1bc65931fb6c6e65ef99e58f1e23c2fa05008d,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:243,train,2e5504cb0c7bc8de5e0e94e5b19336f509aa40c9ac2ea4d33932e03552d24125,7,21
sha256:6f57f34eca4cd9239f653b5e4a7db41094f2f7ffff1be2731e0d5b06b34cccb4,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:243,train,dba772bd9e99ea83de297232ecc61d0731c47a58259e714fc2b6c55326adf440,14,42
sha256:183113783686944c49fb09470e9fd53d5ce573e9721ab29f3f1914c90b30d6dd,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:244,train,fb55a51b528c2db30e9f493ea6e713c904c4f089aff4a965c9c0a471d0bed38e,7,21
sha256:877c4f18088d2e8b05cb88ffba87bf1c736fbbd40f0a6a9234c604361ee0e07e,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:244,train,634cc9c75b8bc6a56ded7772ab9fcbec5681fd0f8d46b6ab2023ee51db390aaa,12,36
sha256:f51b89d1b96bd742d606e89497f6af7c3740db7da7c5fe0fc57cbf866c02482f,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:245,train,8935d999ba079884dd9934f6645e994e1270d43d23071b98062d8591c2bb4287,7,21
sha256:86012c34457fed9bbc736d8ac19289fe91876a1bf62e60163e4c0f4bd01dcff7,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:245,train,a9b792d56b375e5d19568b7330dcc1453e2336e303a7135dc032572d72c8b2d8,11,33
sha256:74cf39bb40cb6c48a8c2b200961a7db6fce7e3c9e2e43f0d993a74591c2df145,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:246,train,13abf1a3b15bfe62b6a93cb0347f5f04055bba59d7fd741230a8e0f4e0bf08a8,7,21
sha256:c2b55f51307f53236b050a338d26616b950014af56f56219ce3fd46ff6343882,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:246,train,9dae58b8b1453bfd66df02664c24b9f977b667c91078274ae4c7383272289a5e,13,39
sha256:ff26308313b043c554c3316df727cd2fa453294eee0a422b70ecae9b1f32e4ee,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:247,train,7726b3867cec4a1816d7196b86ea94885add5d281dff482a4926fb7bc16a2899,7,21
sha256:31c09046ecbfddecba438e0fe76fa5d906218f77296d881138f1f6dbb532e976,sha256:78ff91c48ff169f4948687ca5f5a48f61543b56d44e5b2628c10da96b6457a07,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:247,train,6e0173e80683d44d622419d49cbe85b1055cabe801d9abf91ee89599e7c90c39,16,48
sha256:af25b7deb0e25bdce06ce2bc41bf57faa469e56581fa738a4437fe4c8d531425,sha256:629e3ddc99d473db651a2e5809d4f5130824351a8cd54f3292ebc8232efe255e,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:248,train,fb7b0f3e69bc5d3be413e1b825127e596b5091c73095127ea580d88b120b925f,7,21
sha256:7c26ebb266251fa02c40a70f8852500eb1a723a0249241c1be5a142765a5e3c8,sha256:629e3ddc99d473db651a2e5809d4f5130824351a8cd54f3292ebc8232efe255e,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:248,train,c9873224a7d9e4feef43a6484759fbbee88e785795707e1329e8bf1f0a512fea,16,48
sha256:d53df74a42781a4730083be434fb4b9d05075c6bf2d3f5e38bd40473a2bd28ae,sha256:629e3ddc99d473db651a2e5809d4f5130824351a8cd54f3292ebc8232efe255e,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:249,train,aaddf72cf96cb8388f5310d2c2bda9bf1979d78d4fb9945ed1d7c9a415d2b057,7,21
sha256:c0a4b9c80c519de55e19046b88fdccf3dc8df03044d14752139aecdd159be2c2,sha256:629e3ddc99d473db651a2e5809d4f5130824351a8cd54f3292ebc8232efe255e,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:249,train,9ce2e368153bd57780bd7a2536234bc018360374af7ce8f2ae56c9cdb0109110,13,39
sha256:f013dbb5f8a115d98a08ce701cc315e29f9d9700bd26fcf64e28795ce99d4fc2,sha256:629e3ddc99d473db651a2e5809d4f5130824351a8cd54f3292ebc8232efe255e,kanbun,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:250,train,055983440f0a08e1d1e2068951c81d384bc2652f03726d6551052e22d25b829d,7,21
sha256:9ec7cb9dae7cb61f73566f5296b0193348d4602d3fb34e53c8fd1610762828d1,sha256:629e3ddc99d473db651a2e5809d4f5130824351a8cd54f3292ebc8232efe255e,kakikudashi,https://github.com/nlp-waseda/Kanbun-LM,kanbun_lm:train:250,train,5e83a5ea2cc060fdedbe79776a08429e0e62c471a00982727428e804ce99a2f6,15,45
